station_id,station_name,full_station_name,station_number,station_type,latitude,longitude,status,county_name,sample_code,sample_date,sample_depth,sample_depth_units,parameter,result,reporting_limit,units,method_name
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744634,07/26/1984 10:00,,Feet,Dissolved Sulfate,66,1.00000000,mg/L,EPA 375.2
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744634,07/26/1984 10:00,,Feet,Total Alkalinity,319,1.00000000,mg/L as CaCO3,EPA 310.1
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744634,07/26/1984 10:00,,Feet,Total Dissolved Solids,604,1.00000000,mg/L at 180 °C,EPA 160.1
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744634,07/26/1984 10:00,,Feet,pH,8.5,0.10000000,pH Units,EPA 150.1
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744637,07/27/1990 09:30,,Feet,*No Lab Analyses (Field Measures Only),,, ,EPA 353.2 (DWR Modified)
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744637,07/27/1990 09:30,,Feet,Conductance,986,1.00000000,uS/cm,EPA 120.1
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744637,07/27/1990 09:30,,Feet,Dissolved Calcium,5,1.00000000,mg/L,EPA 215.1
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744637,07/27/1990 09:30,,Feet,Dissolved Chloride,86,1.00000000,mg/L,EPA 325.2
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744637,07/27/1990 09:30,,Feet,Dissolved Hardness,29,1.00000000,mg/L as CaCO3,Std Method 2340 B (D)
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744637,07/27/1990 09:30,,Feet,Dissolved Magnesium,4,0.10000000,mg/L,EPA 242.1
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744637,07/27/1990 09:30,,Feet,Dissolved Potassium,1.4,0.10000000,mg/L,EPA 258.1
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744637,07/27/1990 09:30,,Feet,Dissolved Sodium,220,1.00000000,mg/L,EPA 273.1
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744637,07/27/1990 09:30,,Feet,Total Alkalinity,324,1.00000000,mg/L as CaCO3,EPA 310.1
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744637,07/27/1990 09:30,,Feet,pH,8.4,0.10000000,pH Units,EPA 150.1
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744636,08/23/1988 09:50,,Feet,*No Lab Analyses (Field Measures Only),,, ,EPA 353.2 (DWR Modified)
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744636,08/23/1988 09:50,,Feet,Conductance,990,1.00000000,uS/cm,EPA 120.1
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744636,08/23/1988 09:50,,Feet,Dissolved Calcium,5,1.00000000,mg/L,EPA 215.1
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744636,08/23/1988 09:50,,Feet,Dissolved Chloride,82,1.00000000,mg/L,EPA 325.2
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744636,08/23/1988 09:50,,Feet,Dissolved Hardness,29,1.00000000,mg/L as CaCO3,Std Method 2340 B (D)
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744636,08/23/1988 09:50,,Feet,Dissolved Magnesium,4,0.10000000,mg/L,EPA 242.1
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744636,08/23/1988 09:50,,Feet,Dissolved Potassium,1,0.10000000,mg/L,EPA 258.1
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744636,08/23/1988 09:50,,Feet,Dissolved Sodium,214,1.00000000,mg/L,EPA 273.1
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744636,08/23/1988 09:50,,Feet,Total Alkalinity,323,1.00000000,mg/L as CaCO3,EPA 310.1
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744636,08/23/1988 09:50,,Feet,pH,8.8,0.10000000,pH Units,EPA 150.1
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744635,09/04/1986 10:50,,Feet,*No Lab Analyses (Field Measures Only),,, ,EPA 353.2 (DWR Modified)
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744635,09/04/1986 10:50,,Feet,Conductance,981,1.00000000,uS/cm,EPA 120.1
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744635,09/04/1986 10:50,,Feet,Dissolved Calcium,5,1.00000000,mg/L,EPA 215.1
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744635,09/04/1986 10:50,,Feet,Dissolved Chloride,82,1.00000000,mg/L,EPA 325.2
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744635,09/04/1986 10:50,,Feet,Dissolved Hardness,29,1.00000000,mg/L as CaCO3,Std Method 2340 B (D)
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744635,09/04/1986 10:50,,Feet,Dissolved Magnesium,4,0.10000000,mg/L,EPA 242.1
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744635,09/04/1986 10:50,,Feet,Dissolved Sodium,216,1.00000000,mg/L,EPA 273.1
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744635,09/04/1986 10:50,,Feet,Total Alkalinity,316,1.00000000,mg/L as CaCO3,EPA 310.1
11156,02S02E28J002M,02S02E28J002M,02S02E28J002M,Groundwater,37.72790000,-121.75380000,"Public, Review Status Unknown",Alameda,WDIS_0744635,09/04/1986 10:50,,Feet,pH,8.7,0.10000000,pH Units,EPA 150.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744643,07/25/1985 09:30,,Feet,*No Lab Analyses (Field Measures Only),,, ,EPA 353.2 (DWR Modified)
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744643,07/25/1985 09:30,,Feet,Conductance,2350,1.00000000,uS/cm,EPA 120.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744643,07/25/1985 09:30,,Feet,Dissolved Boron,8.2,0.10000000,mg/L,"Std Method 4500-B, C"
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744643,07/25/1985 09:30,,Feet,Dissolved Calcium,46,1.00000000,mg/L,EPA 215.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744643,07/25/1985 09:30,,Feet,Dissolved Chloride,510,1.00000000,mg/L,EPA 325.2
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744643,07/25/1985 09:30,,Feet,Dissolved Hardness,280,1.00000000,mg/L as CaCO3,Std Method 2340 B (D)
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744643,07/25/1985 09:30,,Feet,Dissolved Magnesium,40,0.10000000,mg/L,EPA 242.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744643,07/25/1985 09:30,,Feet,Dissolved Potassium,1.3,0.10000000,mg/L,EPA 258.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744643,07/25/1985 09:30,,Feet,Dissolved Sodium,399,1.00000000,mg/L,EPA 273.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744643,07/25/1985 09:30,,Feet,Dissolved Sulfate,66,1.00000000,mg/L,EPA 375.2
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744643,07/25/1985 09:30,,Feet,Total Alkalinity,303,1.00000000,mg/L as CaCO3,EPA 310.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744643,07/25/1985 09:30,,Feet,Total Dissolved Solids,1320,1.00000000,mg/L at 180 °C,EPA 160.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744643,07/25/1985 09:30,,Feet,pH,8.4,0.10000000,pH Units,EPA 150.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744639,07/28/1976 14:15,,Feet,Conductance,2140,1.00000000,uS/cm,EPA 120.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744639,07/28/1976 14:15,,Feet,Dissolved Chloride,372,0.10000000,mg/L,"Std Method 4500-Cl, B"
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744639,07/28/1976 14:15,,Feet,Dissolved Sodium,345,1.00000000,mg/L,EPA 273.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744639,07/28/1976 14:15,,Feet,Total Alkalinity,365,1.00000000,mg/L as CaCO3,EPA 310.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744639,07/28/1976 14:15,,Feet,Total Hardness,306,1.00000000,mg/L as CaCO3,EPA 130.2
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744639,07/28/1976 14:15,,Feet,pH,8.1,0.10000000,pH Units,EPA 150.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744641,07/29/1981 09:00,,Feet,*No Lab Analyses (Field Measures Only),,, ,EPA 353.2 (DWR Modified)
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744641,07/29/1981 09:00,,Feet,Conductance,2210,1.00000000,uS/cm,EPA 120.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744641,07/29/1981 09:00,,Feet,Dissolved Calcium,56,1.00000000,mg/L,EPA 215.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744641,07/29/1981 09:00,,Feet,Dissolved Chloride,455,1.00000000,mg/L,EPA 325.2
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744641,07/29/1981 09:00,,Feet,Dissolved Hardness,296,1.00000000,mg/L as CaCO3,Std Method 2340 B (D)
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744641,07/29/1981 09:00,,Feet,Dissolved Magnesium,38,0.10000000,mg/L,EPA 242.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744641,07/29/1981 09:00,,Feet,Dissolved Sodium,366,1.00000000,mg/L,EPA 273.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744641,07/29/1981 09:00,,Feet,Total Alkalinity,363,1.00000000,mg/L as CaCO3,EPA 310.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744641,07/29/1981 09:00,,Feet,pH,8.2,0.10000000,pH Units,EPA 150.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744644,08/10/1987 13:10,,Feet,*No Lab Analyses (Field Measures Only),,, ,EPA 353.2 (DWR Modified)
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744644,08/10/1987 13:10,,Feet,Conductance,2530,1.00000000,uS/cm,EPA 120.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744644,08/10/1987 13:10,,Feet,Dissolved Calcium,38,1.00000000,mg/L,EPA 215.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744644,08/10/1987 13:10,,Feet,Dissolved Chloride,547,1.00000000,mg/L,EPA 325.2
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744644,08/10/1987 13:10,,Feet,Dissolved Hardness,284,1.00000000,mg/L as CaCO3,Std Method 2340 B (D)
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744644,08/10/1987 13:10,,Feet,Dissolved Magnesium,46,0.10000000,mg/L,EPA 242.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744644,08/10/1987 13:10,,Feet,Dissolved Potassium,1.5,0.10000000,mg/L,EPA 258.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744644,08/10/1987 13:10,,Feet,Dissolved Sodium,404,1.00000000,mg/L,EPA 273.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744644,08/10/1987 13:10,,Feet,Total Alkalinity,289,1.00000000,mg/L as CaCO3,EPA 310.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744644,08/10/1987 13:10,,Feet,pH,8.7,0.10000000,pH Units,EPA 150.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744638,08/16/1974 11:55,,Feet,Conductance,2270,1.00000000,uS/cm,EPA 120.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744638,08/16/1974 11:55,,Feet,Dissolved Boron,6.8,0.10000000,mg/L,"Std Method 4500-B, C"
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744638,08/16/1974 11:55,,Feet,Dissolved Calcium,72,1.00000000,mg/L,EPA 215.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744638,08/16/1974 11:55,,Feet,Dissolved Chloride,423,0.10000000,mg/L,"Std Method 4500-Cl, B"
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744638,08/16/1974 11:55,,Feet,Dissolved Magnesium,42,0.10000000,mg/L,EPA 242.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744638,08/16/1974 11:55,,Feet,Dissolved Nitrate,81,0.10000000,mg/L,EPA 352.1 (DWR Modified)
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744638,08/16/1974 11:55,,Feet,Dissolved Potassium,.8,0.10000000,mg/L,EPA 258.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744638,08/16/1974 11:55,,Feet,Dissolved Sodium,361,1.00000000,mg/L,EPA 273.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744638,08/16/1974 11:55,,Feet,Dissolved Sulfate,68,1.00000000,mg/L,EPA 375.3
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744638,08/16/1974 11:55,,Feet,Total Alkalinity,399,1.00000000,mg/L as CaCO3,EPA 310.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744638,08/16/1974 11:55,,Feet,Total Dissolved Solids,1290,1.00000000,mg/L at 180 °C,EPA 160.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744638,08/16/1974 11:55,,Feet,Total Hardness,352,1.00000000,mg/L as CaCO3,EPA 130.2
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744638,08/16/1974 11:55,,Feet,pH,8,0.10000000,pH Units,EPA 150.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744640,08/21/1978 12:00,,Feet,Conductance,2350,1.00000000,uS/cm,EPA 120.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744640,08/21/1978 12:00,,Feet,Dissolved Chloride,452,0.10000000,mg/L,"Std Method 4500-Cl, B"
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744640,08/21/1978 12:00,,Feet,Dissolved Nitrate,82,0.10000000,mg/L,EPA 352.1 (DWR Modified)
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744640,08/21/1978 12:00,,Feet,Dissolved Sodium,372,1.00000000,mg/L,EPA 273.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744640,08/21/1978 12:00,,Feet,Total Alkalinity,381,1.00000000,mg/L as CaCO3,EPA 310.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744640,08/21/1978 12:00,,Feet,Total Hardness,354,1.00000000,mg/L as CaCO3,EPA 130.2
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744640,08/21/1978 12:00,,Feet,pH,8.2,0.10000000,pH Units,EPA 150.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744642,09/12/1983 08:00,,Feet,*No Lab Analyses (Field Measures Only),,, ,EPA 353.2 (DWR Modified)
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744642,09/12/1983 08:00,,Feet,Conductance,2330,1.00000000,uS/cm,EPA 120.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744642,09/12/1983 08:00,,Feet,Dissolved Calcium,46,1.00000000,mg/L,EPA 215.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744642,09/12/1983 08:00,,Feet,Dissolved Chloride,507,1.00000000,mg/L,EPA 325.2
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744642,09/12/1983 08:00,,Feet,Dissolved Hardness,263,1.00000000,mg/L as CaCO3,Std Method 2340 B (D)
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744642,09/12/1983 08:00,,Feet,Dissolved Magnesium,36,0.10000000,mg/L,EPA 242.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744642,09/12/1983 08:00,,Feet,Dissolved Sodium,395,1.00000000,mg/L,EPA 273.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744642,09/12/1983 08:00,,Feet,Total Alkalinity,334,1.00000000,mg/L as CaCO3,EPA 310.1
11157,02S02E35F001M,02S02E35F001M,02S02E35F001M,Groundwater,37.71700000,-121.72640000,"Public, Review Status Unknown",Alameda,WDIS_0744642,09/12/1983 08:00,,Feet,pH,8,0.10000000,pH Units,EPA 150.1
11158,02S02E35G002M,02S02E35G002M,02S02E35G002M,Groundwater,37.71700000,-121.72180000,"Public, Review Status Unknown",Alameda,WDIS_0744650,07/09/1979 09:30,,Feet,Conductance,4090,1.00000000,uS/cm,EPA 120.1
11158,02S02E35G002M,02S02E35G002M,02S02E35G002M,Groundwater,37.71700000,-121.72180000,"Public, Review Status Unknown",Alameda,WDIS_0744650,07/09/1979 09:30,,Feet,Dissolved Calcium,112,1.00000000,mg/L,EPA 215.1
11158,02S02E35G002M,02S02E35G002M,02S02E35G002M,Groundwater,37.71700000,-121.72180000,"Public, Review Status Unknown",Alameda,WDIS_0744650,07/09/1979 09:30,,Feet,Dissolved Chloride,1010,0.10000000,mg/L,"Std Method 4500-Cl, B"
11158,02S02E35G002M,02S02E35G002M,02S02E35G002M,Groundwater,37.71700000,-121.72180000,"Public, Review Status Unknown",Alameda,WDIS_0744650,07/09/1979 09:30,,Feet,Dissolved Hardness,692,1.00000000,mg/L as CaCO3,Std Method 2340 B (D)
11158,02S02E35G002M,02S02E35G002M,02S02E35G002M,Groundwater,37.71700000,-121.72180000,"Public, Review Status Unknown",Alameda,WDIS_0744650,07/09/1979 09:30,,Feet,Dissolved Magnesium,100,0.10000000,mg/L,EPA 242.1
11158,02S02E35G002M,02S02E35G002M,02S02E35G002M,Groundwater,37.71700000,-121.72180000,"Public, Review Status Unknown",Alameda,WDIS_0744650,07/09/1979 09:30,,Feet,Dissolved Sodium,596,1.00000000,mg/L,EPA 273.1
11158,02S02E35G002M,02S02E35G002M,02S02E35G002M,Groundwater,37.71700000,-121.72180000,"Public, Review Status Unknown",Alameda,WDIS_0744650,07/09/1979 09:30,,Feet,Total Alkalinity,362,1.00000000,mg/L as CaCO3,EPA 310.1
11158,02S02E35G002M,02S02E35G002M,02S02E35G002M,Groundwater,37.71700000,-121.72180000,"Public, Review Status Unknown",Alameda,WDIS_0744650,07/09/1979 09:30,,Feet,pH,8.2,0.10000000,pH Units,EPA 150.1
11158,02S02E35G002M,02S02E35G002M,02S02E35G002M,Groundwater,37.71700000,-121.72180000,"Public, Review Status Unknown",Alameda,WDIS_0744648,07/16/1975 15:00,,Feet,Conductance,4240,1.00000000,uS/cm,EPA 120.1
11158,02S02E35G002M,02S02E35G002M,02S02E35G002M,Groundwater,37.71700000,-121.72180000,"Public, Review Status Unknown",Alameda,WDIS_0744648,07/16/1975 15:00,,Feet,Dissolved Boron,7.4,0.10000000,mg/L,"Std Method 4500-B, C"
11158,02S02E35G002M,02S02E35G002M,02S02E35G002M,Groundwater,37.71700000,-121.72180000,"Public, Review Status Unknown",Alameda,WDIS_0744648,07/16/1975 15:00,,Feet,Dissolved Calcium,117,1.00000000,mg/L,EPA 215.1
