county_name,sample_date,parameter,result,reporting_limit,units,anomaly,potential_cause
Alameda,06/03/1968 18:45,Total Dissolved Solids,1640,1.0,mg/L at 180 °C,1,Normal
Alameda,05/26/1971 00:00,Total Dissolved Solids,414,1.0,mg/L at 180 °C,1,Normal
Alameda,10/02/1975 13:48,Total Dissolved Solids,380,1.0,mg/L at 180 °C,1,Normal
Alameda,09/13/1979 13:30,Total Dissolved Solids,410,1.0,mg/L at 180 °C,1,Normal
Alameda,08/12/1974 15:20,Total Dissolved Solids,995,1.0,mg/L at 180 °C,1,Normal
Alameda,09/19/1978 10:45,Total Dissolved Solids,635,1.0,mg/L at 180 °C,1,Normal
Alameda,09/19/1972 13:10,Total Dissolved Solids,1960,1.0,mg/L at 180 °C,1,Normal
Alameda,05/25/1971 00:00,Total Dissolved Solids,301,1.0,mg/L at 180 °C,1,Normal
Alameda,06/27/1983 13:40,Total Dissolved Solids,364,1.0,mg/L at 180 °C,1,Normal
Alameda,09/29/1970 13:00,Total Dissolved Solids,324,1.0,mg/L at 180 °C,1,Normal
Alameda,05/25/1971 00:00,Total Dissolved Solids,249,1.0,mg/L at 180 °C,1,Normal
Alameda,05/28/1968 19:00,Total Dissolved Solids,29800,1.0,mg/L at 180 °C,-1,Potential Concentrated Source or Data Error
Alameda,05/20/1968 17:00,Total Dissolved Solids,35500,1.0,mg/L at 180 °C,-1,Industrial Discharge or Data Error
Alameda,05/20/1968 14:00,Total Dissolved Solids,39600,1.0,mg/L at 180 °C,-1,Industrial Discharge or Data Error
Alameda,10/21/1970 00:00,Total Dissolved Solids,48300,1.0,mg/L at 180 °C,-1,Industrial Discharge or Data Error
Alameda,09/12/1979 13:00,Total Dissolved Solids,265,1.0,mg/L at 180 °C,1,Normal
Alameda,06/30/1964 06:40,Total Dissolved Solids,152,1.0,mg/L at 180 °C,1,Normal
Alameda,07/28/1964 06:10,Total Dissolved Solids,202,1.0,mg/L at 180 °C,1,Normal
Alameda,08/26/1964 06:15,Total Dissolved Solids,396,1.0,mg/L at 180 °C,1,Normal
Alameda,09/23/1964 00:00,Total Dissolved Solids,247,1.0,mg/L at 180 °C,1,Normal
Alameda,10/21/1964 06:15,Total Dissolved Solids,334,1.0,mg/L at 180 °C,1,Normal
Alameda,01/05/1957 03:00,Total Dissolved Solids,370,1.0,mg/L at 180 °C,1,Normal
Alameda,01/28/1958 09:45,Total Dissolved Solids,533,1.0,mg/L at 180 °C,1,Normal
Alameda,03/03/1958 02:40,Total Dissolved Solids,442,1.0,mg/L at 180 °C,1,Normal
Alameda,03/31/1957 11:00,Total Dissolved Solids,400,1.0,mg/L at 180 °C,1,Normal
Alameda,07/04/1957 11:00,Total Dissolved Solids,384,1.0,mg/L at 180 °C,1,Normal
Alameda,11/02/1956 02:00,Total Dissolved Solids,393,1.0,mg/L at 180 °C,1,Normal
Alameda,11/10/1956 03:00,Total Dissolved Solids,446,1.0,mg/L at 180 °C,1,Normal
Alameda,11/16/1956 19:00,Total Dissolved Solids,440,1.0,mg/L at 180 °C,1,Normal
Alameda,01/23/1992 10:55,Total Dissolved Solids,304,1.0,mg/L,1,Normal
Alameda,01/24/1990 12:40,Total Dissolved Solids,505,1.0,mg/L,1,Normal
Alameda,01/29/1991 14:50,Total Dissolved Solids,364,1.0,mg/L,1,Normal
Alameda,04/20/1994 10:10,Total Dissolved Solids,503,1.0,mg/L,1,Normal
Alameda,04/22/1992 09:50,Total Dissolved Solids,234,1.0,mg/L,1,Normal
Alameda,04/25/1990 09:15,Total Dissolved Solids,272,1.0,mg/L,1,Normal
Alameda,05/22/1991 12:17,Total Dissolved Solids,264,1.0,mg/L,1,Normal
Alameda,07/19/1988 13:30,Total Dissolved Solids,570,1.0,mg/L,1,Normal
Alameda,07/20/1994 11:02,Total Dissolved Solids,297,1.0,mg/L,1,Normal
Alameda,07/22/1992 09:05,Total Dissolved Solids,419,1.0,mg/L,1,Normal
Alameda,07/24/1991 09:50,Total Dissolved Solids,289,1.0,mg/L,1,Normal
Alameda,07/25/1989 10:40,Total Dissolved Solids,380,1.0,mg/L,1,Normal
Alameda,07/26/1990 10:55,Total Dissolved Solids,214,1.0,mg/L,1,Normal
Alameda,08/19/1992 09:05,Total Dissolved Solids,482,1.0,mg/L,1,Normal
Alameda,08/21/1991 09:56,Total Dissolved Solids,407,1.0,mg/L,1,Normal
Alameda,08/22/1990 11:45,Total Dissolved Solids,222,1.0,mg/L,1,Normal
Alameda,08/22/1990 12:15,Total Dissolved Solids,319,1.0,mg/L,1,Normal
Alameda,10/07/1992 09:25,Total Dissolved Solids,374,1.0,mg/L,1,Normal
Alameda,10/20/1993 10:13,Total Dissolved Solids,188,1.0,mg/L,1,Normal
Alameda,10/23/1991 10:05,Total Dissolved Solids,263,1.0,mg/L,1,Normal
Alameda,10/24/1990 11:40,Total Dissolved Solids,372,1.0,mg/L,1,Normal
Alameda,01/25/2005 07:40,Total Dissolved Solids,1386,1.0,mg/L,1,Normal
Alameda,01/25/2005 07:40,Total Dissolved Solids,1389,1.0,mg/L,1,Normal
Alameda,01/17/2023 13:50,Total Dissolved Solids,188,2.5,mg/L,1,Normal
Alameda,01/18/2022 13:05,Total Dissolved Solids,283,2.5,mg/L,1,Normal
Alameda,01/19/2016 10:50,Total Dissolved Solids,322,1.0,mg/L,1,Normal
Alameda,02/13/2012 12:30,Total Dissolved Solids,215,1.0,mg/L,1,Normal
Alameda,02/15/2005 10:40,Total Dissolved Solids,209,1.0,mg/L,1,Normal
Alameda,02/16/2000 10:45,Total Dissolved Solids,259,1.0,mg/L,1,Normal
Alameda,02/16/2000 10:45,Total Dissolved Solids,260,1.0,mg/L,1,Normal
Alameda,02/16/2016 10:40,Total Dissolved Solids,304,1.0,mg/L,1,Normal
Alameda,02/18/1998 10:55,Total Dissolved Solids,172,1.0,mg/L,1,Normal
Alameda,02/18/1998 12:34,Total Dissolved Solids,172,0.1,mg/L at 180 °C,1,Normal
Alameda,02/19/1997 10:35,Total Dissolved Solids,169,0.1,mg/L at 180 °C,1,Normal
Alameda,02/19/2008 10:45,Total Dissolved Solids,216,1.0,mg/L,1,Normal
Alameda,02/19/2019 13:05,Total Dissolved Solids,189,1.0,mg/L,1,Normal
Alameda,03/14/2006 10:56,Total Dissolved Solids,208,1.0,mg/L,1,Normal
Alameda,03/15/2000 11:00,Total Dissolved Solids,210,1.0,mg/L,1,Normal
Alameda,03/15/2005 11:20,Total Dissolved Solids,229,1.0,mg/L,1,Normal
Alameda,03/15/2023 11:40,Total Dissolved Solids,196,2.5,mg/L,1,Normal
Alameda,03/16/2004 12:24,Total Dissolved Solids,222,1.0,mg/L,1,Normal
Alameda,03/18/1998 10:50,Total Dissolved Solids,170,1.0,mg/L,1,Normal
Alameda,03/18/1998 12:34,Total Dissolved Solids,170,0.1,mg/L at 180 °C,1,Normal
Alameda,03/18/2008 10:40,Total Dissolved Solids,200,1.0,mg/L,1,Normal
Alameda,03/19/2012 15:00,Total Dissolved Solids,207,1.0,mg/L,1,Normal
Alameda,04/15/1998 10:10,Total Dissolved Solids,189,1.0,mg/L,1,Normal
Alameda,04/15/2019 12:10,Total Dissolved Solids,189,1.0,mg/L,1,Normal
Alameda,04/17/2017 11:05,Total Dissolved Solids,157,1.0,mg/L,1,Normal
Alameda,04/17/2023 12:30,Total Dissolved Solids,203,2.5,mg/L,1,Normal
Alameda,04/18/2005 13:30,Total Dissolved Solids,191,1.0,mg/L,1,Normal
Alameda,04/18/2006 11:40,Total Dissolved Solids,203,1.0,mg/L,1,Normal
Alameda,05/15/2017 11:05,Total Dissolved Solids,164,1.0,mg/L,1,Normal
Alameda,05/15/2023 12:20,Total Dissolved Solids,200,2.5,mg/L,1,Normal
Alameda,05/16/2006 09:50,Total Dissolved Solids,200,1.0,mg/L,1,Normal
Alameda,05/17/2005 11:35,Total Dissolved Solids,201,1.0,mg/L,1,Normal
Alameda,05/17/2021 12:50,Total Dissolved Solids,288,2.5,mg/L,1,Normal
Alameda,05/18/2010 14:15,Total Dissolved Solids,214,1.0,mg/L,1,Normal
Alameda,06/18/1997 12:00,Total Dissolved Solids,202,0.1,mg/L at 180 °C,1,Normal
Alameda,06/19/2007 11:55,Total Dissolved Solids,220,1.0,mg/L,1,Normal
Alameda,06/20/2006 10:20,Total Dissolved Solids,204,1.0,mg/L,1,Normal
Alameda,06/21/2000 09:35,Total Dissolved Solids,235,1.0,mg/L,1,Normal
Alameda,07/19/2000 11:15,Total Dissolved Solids,225,1.0,mg/L,1,Normal
Alameda,07/19/2010 13:20,Total Dissolved Solids,212,1.0,mg/L,1,Normal
Alameda,07/19/2021 11:25,Total Dissolved Solids,293,2.5,mg/L,1,Normal
Alameda,08/05/1985 11:10,Total Dissolved Solids,270,0.1,mg/L at 180 °C,1,Normal
Alameda,08/12/1985 10:40,Total Dissolved Solids,272,0.1,mg/L at 180 °C,1,Normal
Alameda,08/13/2018 11:30,Total Dissolved Solids,220,1.0,mg/L,1,Normal
Alameda,08/16/2000 09:35,Total Dissolved Solids,231,1.0,mg/L,1,Normal
Alameda,08/16/2010 14:00,Total Dissolved Solids,205,1.0,mg/L,1,Normal
Alameda,08/17/2004 13:30,Total Dissolved Solids,233,1.0,mg/L,1,Normal
Alameda,08/17/2015 09:15,Total Dissolved Solids,305,1.0,mg/L,1,Normal
Alameda,08/19/1998 09:15,Total Dissolved Solids,254,1.0,mg/L,1,Normal
Alameda,08/20/2013 11:55,Total Dissolved Solids,251,1.0,mg/L,1,Normal
Alameda,08/22/2022 12:05,Total Dissolved Solids,287,2.5,mg/L,1,Normal
Alameda,08/22/2022 12:05,Total Dissolved Solids,288,2.5,mg/L,1,Normal
Alameda,09/10/1985 10:20,Total Dissolved Solids,276,0.1,mg/L at 180 °C,1,Normal
Alameda,09/13/2004 13:30,Total Dissolved Solids,228,1.0,mg/L,1,Normal
Alameda,09/15/2014 09:00,Total Dissolved Solids,314,1.0,mg/L,1,Normal
Alameda,09/16/1998 10:00,Total Dissolved Solids,251,1.0,mg/L,1,Normal
Alameda,09/16/2015 09:30,Total Dissolved Solids,307,1.0,mg/L,1,Normal
Alameda,09/16/2019 12:20,Total Dissolved Solids,182,1.0,mg/L,1,Normal
Alameda,09/17/1985 10:50,Total Dissolved Solids,277,0.1,mg/L at 180 °C,1,Normal
Alameda,09/17/1997 12:00,Total Dissolved Solids,211,0.1,mg/L at 180 °C,1,Normal
Alameda,09/18/2002 08:42,Total Dissolved Solids,272,1.0,mg/L,1,Normal
Alameda,09/18/2007 12:15,Total Dissolved Solids,224,1.0,mg/L,1,Normal
Alameda,09/19/2005 11:35,Total Dissolved Solids,201,1.0,mg/L,1,Normal
Alameda,09/19/2006 09:40,Total Dissolved Solids,205,1.0,mg/L,1,Normal
Alameda,09/19/2022 12:50,Total Dissolved Solids,286,2.5,mg/L,1,Normal
Alameda,09/20/2000 10:00,Total Dissolved Solids,244,1.0,mg/L,1,Normal
Alameda,09/23/1985 10:45,Total Dissolved Solids,274,0.1,mg/L at 180 °C,1,Normal
Alameda,09/30/1985 10:50,Total Dissolved Solids,268,0.1,mg/L at 180 °C,1,Normal
Alameda,10/08/1985 10:20,Total Dissolved Solids,278,0.1,mg/L at 180 °C,1,Normal
Alameda,10/13/2014 09:30,Total Dissolved Solids,317,1.0,mg/L,1,Normal
Alameda,10/15/1997 12:34,Total Dissolved Solids,206,0.1,mg/L at 180 °C,1,Normal
Alameda,10/16/1996 10:30,Total Dissolved Solids,220,0.1,mg/L at 180 °C,1,Normal
Alameda,10/16/2012 12:05,Total Dissolved Solids,233,1.0,mg/L,1,Normal
Alameda,10/16/2017 11:30,Total Dissolved Solids,209,1.0,mg/L,1,Normal
Alameda,10/17/2006 11:27,Total Dissolved Solids,201,1.0,mg/L,1,Normal
Alameda,10/18/2000 11:00,Total Dissolved Solids,239,1.0,mg/L,1,Normal
Alameda,10/18/2005 09:40,Total Dissolved Solids,200,1.0,mg/L,1,Normal
Alameda,10/19/2004 10:37,Total Dissolved Solids,230,1.0,mg/L,1,Normal
Alameda,10/19/2015 09:20,Total Dissolved Solids,320,1.0,mg/L,1,Normal
Alameda,10/20/1999 08:45,Total Dissolved Solids,275,1.0,mg/L,1,Normal
Alameda,10/21/1998 08:50,Total Dissolved Solids,267,1.0,mg/L,1,Normal
Alameda,10/21/2013 10:20,Total Dissolved Solids,253,1.0,mg/L,1,Normal
Alameda,10/21/2013 10:20,Total Dissolved Solids,254,1.0,mg/L,1,Normal
Alameda,11/13/2012 12:20,Total Dissolved Solids,250,1.0,mg/L,1,Normal
Alameda,11/13/2017 12:35,Total Dissolved Solids,209,1.0,mg/L,1,Normal
Alameda,11/14/2011 11:45,Total Dissolved Solids,200,1.0,mg/L,1,Normal
Alameda,11/14/2016 12:20,Total Dissolved Solids,267,1.0,mg/L,1,Normal
Alameda,11/15/2000 11:00,Total Dissolved Solids,235,1.0,mg/L,1,Normal
Alameda,11/15/2010 16:15,Total Dissolved Solids,227,1.0,mg/L,1,Normal
Alameda,11/16/2009 13:10,Total Dissolved Solids,232,1.0,mg/L,1,Normal
Alameda,11/16/2015 12:15,Total Dissolved Solids,327,1.0,mg/L,1,Normal
Alameda,11/17/1999 10:10,Total Dissolved Solids,265,1.0,mg/L,1,Normal
Alameda,11/17/2008 12:20,Total Dissolved Solids,220,1.0,mg/L,1,Normal
Alameda,12/13/2010 16:30,Total Dissolved Solids,232,1.0,mg/L,1,Normal
Alameda,12/13/2021 13:10,Total Dissolved Solids,312,2.5,mg/L,1,Normal
Alameda,12/14/2009 13:30,Total Dissolved Solids,233,1.0,mg/L,1,Normal
Alameda,12/14/2015 10:30,Total Dissolved Solids,327,1.0,mg/L,1,Normal
Alameda,12/15/2008 12:45,Total Dissolved Solids,241,1.0,mg/L,1,Normal
Alameda,12/19/2011 13:50,Total Dissolved Solids,208,1.0,mg/L,1,Normal
Alameda,12/19/2016 12:30,Total Dissolved Solids,273,1.0,mg/L,1,Normal
Alameda,12/19/2022 13:15,Total Dissolved Solids,297,2.5,mg/L,1,Normal
Alameda,01/04/1988 12:40,Total Dissolved Solids,257,0.1,mg/L at 180 °C,1,Normal
Alameda,01/04/1988 12:49,Total Dissolved Solids,264,0.1,mg/L at 180 °C,1,Normal
Alameda,01/08/1990 10:36,Total Dissolved Solids,323,0.1,mg/L at 180 °C,1,Normal
Alameda,01/08/1990 10:42,Total Dissolved Solids,323,0.1,mg/L at 180 °C,1,Normal
Alameda,01/09/1989 11:05,Total Dissolved Solids,311,0.1,mg/L at 180 °C,1,Normal
Alameda,01/09/1989 11:10,Total Dissolved Solids,310,0.1,mg/L at 180 °C,1,Normal
Alameda,01/15/1997 09:50,Total Dissolved Solids,182,0.1,mg/L at 180 °C,1,Normal
Alameda,02/01/1988 11:03,Total Dissolved Solids,272,0.1,mg/L at 180 °C,1,Normal
Alameda,02/01/1988 11:08,Total Dissolved Solids,272,0.1,mg/L at 180 °C,1,Normal
Alameda,02/06/1989 11:16,Total Dissolved Solids,306,0.1,mg/L at 180 °C,1,Normal
Alameda,02/06/1989 11:21,Total Dissolved Solids,304,0.1,mg/L at 180 °C,1,Normal
Alameda,02/13/1990 11:32,Total Dissolved Solids,319,0.1,mg/L at 180 °C,1,Normal
Alameda,02/13/1990 11:41,Total Dissolved Solids,322,0.1,mg/L at 180 °C,1,Normal
Alameda,02/14/2012 11:30,Total Dissolved Solids,215,1.0,mg/L,1,Normal
Alameda,02/15/2011 11:00,Total Dissolved Solids,224,1.0,mg/L,1,Normal
Alameda,02/16/1978 12:00,Total Dissolved Solids,282,0.1,mg/L at 180 °C,1,Normal
Alameda,02/19/2014 11:10,Total Dissolved Solids,297,1.0,mg/L,1,Normal
Alameda,02/19/2014 11:30,Total Dissolved Solids,301,1.0,mg/L,1,Normal
Alameda,02/20/2001 09:55,Total Dissolved Solids,258,1.0,mg/L,1,Normal
Alameda,02/20/2001 10:10,Total Dissolved Solids,258,1.0,mg/L,1,Normal
Alameda,02/23/1978 13:25,Total Dissolved Solids,281,0.1,mg/L at 180 °C,1,Normal
Alameda,02/23/2016 09:45,Total Dissolved Solids,285,1.0,mg/L,1,Normal
Alameda,02/24/2015 09:45,Total Dissolved Solids,308,1.0,mg/L,1,Normal
Alameda,02/24/2015 09:45,Total Dissolved Solids,309,1.0,mg/L,1,Normal
Alameda,03/01/1978 13:15,Total Dissolved Solids,281,0.1,mg/L at 180 °C,1,Normal
Alameda,03/01/1988 11:23,Total Dissolved Solids,274,0.1,mg/L at 180 °C,1,Normal
Alameda,03/01/1988 11:29,Total Dissolved Solids,274,0.1,mg/L at 180 °C,1,Normal
Alameda,03/06/1978 13:00,Total Dissolved Solids,297,0.1,mg/L at 180 °C,1,Normal
Alameda,03/06/1989 10:12,Total Dissolved Solids,338,0.1,mg/L at 180 °C,1,Normal
Alameda,03/06/1989 10:19,Total Dissolved Solids,324,0.1,mg/L at 180 °C,1,Normal
Alameda,03/13/1978 11:50,Total Dissolved Solids,270,0.1,mg/L at 180 °C,1,Normal
Alameda,03/13/1980 13:00,Total Dissolved Solids,196,0.1,mg/L at 180 °C,1,Normal
Alameda,03/18/2014 11:30,Total Dissolved Solids,309,1.0,mg/L,1,Normal
Alameda,03/18/2014 11:40,Total Dissolved Solids,311,1.0,mg/L,1,Normal
Alameda,04/03/1989 10:13,Total Dissolved Solids,306,0.1,mg/L at 180 °C,1,Normal
Alameda,04/03/1989 10:21,Total Dissolved Solids,320,0.1,mg/L at 180 °C,1,Normal
Alameda,04/05/1988 09:29,Total Dissolved Solids,316,0.1,mg/L at 180 °C,1,Normal
Alameda,04/05/1988 09:34,Total Dissolved Solids,311,0.1,mg/L at 180 °C,1,Normal
Alameda,04/07/1987 10:30,Total Dissolved Solids,266,0.1,mg/L at 180 °C,1,Normal
Alameda,04/07/1987 10:33,Total Dissolved Solids,261,0.1,mg/L at 180 °C,1,Normal
Alameda,04/12/1978 11:30,Total Dissolved Solids,226,0.1,mg/L at 180 °C,1,Normal
Alameda,04/24/1978 11:00,Total Dissolved Solids,236,0.1,mg/L at 180 °C,1,Normal
Alameda,05/01/1989 09:53,Total Dissolved Solids,298,0.1,mg/L at 180 °C,1,Normal
Alameda,05/01/1989 09:58,Total Dissolved Solids,289,0.1,mg/L at 180 °C,1,Normal
Alameda,05/03/1988 10:01,Total Dissolved Solids,305,0.1,mg/L at 180 °C,1,Normal
Alameda,05/03/1988 10:06,Total Dissolved Solids,298,0.1,mg/L at 180 °C,1,Normal
Alameda,05/04/1978 11:30,Total Dissolved Solids,245,0.1,mg/L at 180 °C,1,Normal
Alameda,05/06/1987 10:42,Total Dissolved Solids,251,0.1,mg/L at 180 °C,1,Normal
Alameda,05/06/1987 10:48,Total Dissolved Solids,256,0.1,mg/L at 180 °C,1,Normal
Alameda,05/19/2009 10:55,Total Dissolved Solids,224,1.0,mg/L,1,Normal
Alameda,05/19/2009 10:55,Total Dissolved Solids,226,1.0,mg/L,1,Normal
Alameda,05/25/2010 12:50,Total Dissolved Solids,219,1.0,mg/L,1,Normal
Alameda,05/27/2015 08:30,Total Dissolved Solids,318,1.0,mg/L,1,Normal
Alameda,05/27/2015 08:30,Total Dissolved Solids,319,1.0,mg/L,1,Normal
Alameda,05/28/2014 10:00,Total Dissolved Solids,323,1.0,mg/L,1,Normal
Alameda,06/03/1987 09:17,Total Dissolved Solids,252,0.1,mg/L at 180 °C,1,Normal
Alameda,06/03/1987 09:23,Total Dissolved Solids,252,0.1,mg/L at 180 °C,1,Normal
Alameda,06/06/1988 10:37,Total Dissolved Solids,283,0.1,mg/L at 180 °C,1,Normal
Alameda,06/06/1988 10:43,Total Dissolved Solids,278,0.1,mg/L at 180 °C,1,Normal
Alameda,06/06/1989 10:16,Total Dissolved Solids,294,0.1,mg/L at 180 °C,1,Normal
Alameda,06/06/1989 10:21,Total Dissolved Solids,289,0.1,mg/L at 180 °C,1,Normal
Alameda,06/12/1978 13:00,Total Dissolved Solids,232,0.1,mg/L at 180 °C,1,Normal
Alameda,06/21/2023 12:45,Total Dissolved Solids,256,2.5,mg/L,1,Normal
Alameda,06/21/2023 13:15,Total Dissolved Solids,205,2.5,mg/L,1,Normal
Alameda,06/21/2023 13:45,Total Dissolved Solids,199,2.5,mg/L,1,Normal
Alameda,06/21/2023 13:45,Total Dissolved Solids,201,2.5,mg/L,1,Normal
Alameda,06/22/2021 10:48,Total Dissolved Solids,325,2.5,mg/L,1,Normal
Alameda,06/22/2021 10:48,Total Dissolved Solids,334,2.5,mg/L,1,Normal
Alameda,06/22/2021 11:12,Total Dissolved Solids,347,2.5,mg/L,1,Normal
Alameda,06/22/2021 11:30,Total Dissolved Solids,310,2.5,mg/L,1,Normal
Alameda,07/05/1989 08:52,Total Dissolved Solids,289,0.1,mg/L at 180 °C,1,Normal
Alameda,07/05/1989 08:59,Total Dissolved Solids,302,0.1,mg/L at 180 °C,1,Normal
Alameda,07/06/1988 08:56,Total Dissolved Solids,293,0.1,mg/L at 180 °C,1,Normal
Alameda,07/06/1988 09:03,Total Dissolved Solids,281,0.1,mg/L at 180 °C,1,Normal
Alameda,07/07/1987 10:20,Total Dissolved Solids,252,0.1,mg/L at 180 °C,1,Normal
Alameda,07/07/1987 10:26,Total Dissolved Solids,249,0.1,mg/L at 180 °C,1,Normal
Alameda,08/05/1987 10:07,Total Dissolved Solids,263,0.1,mg/L at 180 °C,1,Normal
Alameda,08/05/1987 10:11,Total Dissolved Solids,256,0.1,mg/L at 180 °C,1,Normal
Alameda,08/07/1989 10:24,Total Dissolved Solids,302,0.1,mg/L at 180 °C,1,Normal
Alameda,08/07/1989 10:29,Total Dissolved Solids,306,0.1,mg/L at 180 °C,1,Normal
Alameda,08/08/1977 12:00,Total Dissolved Solids,364,0.1,mg/L at 180 °C,1,Normal
Alameda,08/08/1978 12:45,Total Dissolved Solids,250,0.1,mg/L at 180 °C,1,Normal
Alameda,08/08/1988 09:24,Total Dissolved Solids,299,0.1,mg/L at 180 °C,1,Normal
Alameda,08/08/1988 09:36,Total Dissolved Solids,297,0.1,mg/L at 180 °C,1,Normal
Alameda,08/13/2013 11:50,Total Dissolved Solids,263,1.0,mg/L,1,Normal
Alameda,08/13/2013 11:50,Total Dissolved Solids,265,1.0,mg/L,1,Normal
Alameda,08/16/2011 11:30,Total Dissolved Solids,219,1.0,mg/L,1,Normal
Alameda,08/18/2009 11:15,Total Dissolved Solids,236,1.0,mg/L,1,Normal
Alameda,08/21/2018 10:30,Total Dissolved Solids,230,1.0,mg/L,1,Normal
Alameda,08/23/1977 12:30,Total Dissolved Solids,392,0.1,mg/L at 180 °C,1,Normal
Alameda,08/25/2015 09:05,Total Dissolved Solids,328,1.0,mg/L,1,Normal
Alameda,08/26/2014 09:30,Total Dissolved Solids,342,1.0,mg/L,1,Normal
Alameda,08/30/1977 12:30,Total Dissolved Solids,413,0.1,mg/L at 180 °C,1,Normal
Alameda,08/30/1977 12:31,Total Dissolved Solids,413,0.1,mg/L at 180 °C,1,Normal
Alameda,09/01/1987 09:39,Total Dissolved Solids,276,0.1,mg/L at 180 °C,1,Normal
Alameda,09/01/1987 09:44,Total Dissolved Solids,279,0.1,mg/L at 180 °C,1,Normal
Alameda,09/05/1989 09:34,Total Dissolved Solids,311,0.1,mg/L at 180 °C,1,Normal
Alameda,09/05/1989 09:39,Total Dissolved Solids,308,0.1,mg/L at 180 °C,1,Normal
Alameda,09/07/1977 12:30,Total Dissolved Solids,324,0.1,mg/L at 180 °C,1,Normal
Alameda,09/07/1977 12:31,Total Dissolved Solids,398,0.1,mg/L at 180 °C,1,Normal
Alameda,09/07/1988 09:25,Total Dissolved Solids,306,0.1,mg/L at 180 °C,1,Normal
Alameda,09/07/1988 09:36,Total Dissolved Solids,294,0.1,mg/L at 180 °C,1,Normal
Alameda,09/12/1979 12:30,Total Dissolved Solids,276,0.1,mg/L at 180 °C,1,Normal
Alameda,09/18/1996 08:45,Total Dissolved Solids,215,0.1,mg/L at 180 °C,1,Normal
Alameda,10/01/2003 10:15,Total Dissolved Solids,244,1.0,mg/L,1,Normal
Alameda,10/01/2003 10:15,Total Dissolved Solids,245,1.0,mg/L,1,Normal
Alameda,10/01/2003 10:28,Total Dissolved Solids,244,1.0,mg/L,1,Normal
Alameda,10/01/2003 10:30,Total Dissolved Solids,249,1.0,mg/L,1,Normal
Alameda,10/01/2003 10:35,Total Dissolved Solids,235,1.0,mg/L,1,Normal
Alameda,10/01/2003 10:40,Total Dissolved Solids,238,1.0,mg/L,1,Normal
Alameda,10/03/1988 09:42,Total Dissolved Solids,304,0.1,mg/L at 180 °C,1,Normal
Alameda,10/03/1988 09:46,Total Dissolved Solids,294,0.1,mg/L at 180 °C,1,Normal
Alameda,10/05/1987 09:59,Total Dissolved Solids,267,0.1,mg/L at 180 °C,1,Normal
Alameda,10/05/1987 10:06,Total Dissolved Solids,254,0.1,mg/L at 180 °C,1,Normal
Alameda,10/11/1989 09:44,Total Dissolved Solids,308,0.1,mg/L at 180 °C,1,Normal
Alameda,10/11/1989 09:49,Total Dissolved Solids,304,0.1,mg/L at 180 °C,1,Normal
Alameda,10/14/2020 12:13,Total Dissolved Solids,256,1.0,mg/L,1,Normal
Alameda,10/18/2022 11:54,Total Dissolved Solids,311,2.5,mg/L,1,Normal
Alameda,10/18/2022 12:30,Total Dissolved Solids,282,2.5,mg/L,1,Normal
Alameda,10/18/2022 12:48,Total Dissolved Solids,288,2.5,mg/L,1,Normal
Alameda,10/27/2021 11:50,Total Dissolved Solids,311,2.5,mg/L,1,Normal
Alameda,11/01/1988 10:56,Total Dissolved Solids,310,0.1,mg/L at 180 °C,1,Normal
Alameda,11/01/1988 11:03,Total Dissolved Solids,296,0.1,mg/L at 180 °C,1,Normal
Alameda,11/02/1987 11:46,Total Dissolved Solids,286,0.1,mg/L at 180 °C,1,Normal
Alameda,11/02/1987 11:52,Total Dissolved Solids,286,0.1,mg/L at 180 °C,1,Normal
Alameda,11/09/2010 12:15,Total Dissolved Solids,237,1.0,mg/L,1,Normal
Alameda,11/17/2009 11:40,Total Dissolved Solids,235,1.0,mg/L,1,Normal
Alameda,11/18/2014 10:20,Total Dissolved Solids,335,1.0,mg/L,1,Normal
Alameda,11/20/1989 11:09,Total Dissolved Solids,319,0.1,mg/L at 180 °C,1,Normal
Alameda,11/20/1989 11:13,Total Dissolved Solids,316,0.1,mg/L at 180 °C,1,Normal
Alameda,11/20/1996 10:35,Total Dissolved Solids,233,0.1,mg/L at 180 °C,1,Normal
Alameda,11/21/2011 11:20,Total Dissolved Solids,213,1.0,mg/L,1,Normal
Alameda,12/05/1988 11:14,Total Dissolved Solids,294,0.1,mg/L at 180 °C,1,Normal
Alameda,12/05/1988 11:23,Total Dissolved Solids,301,0.1,mg/L at 180 °C,1,Normal
Alameda,12/09/1987 10:35,Total Dissolved Solids,264,0.1,mg/L at 180 °C,1,Normal
Alameda,12/09/1987 10:41,Total Dissolved Solids,263,0.1,mg/L at 180 °C,1,Normal
Alameda,12/11/1989 11:07,Total Dissolved Solids,326,0.1,mg/L at 180 °C,1,Normal
Alameda,12/11/1989 11:13,Total Dissolved Solids,324,0.1,mg/L at 180 °C,1,Normal
Alameda,12/18/1996 10:30,Total Dissolved Solids,227,0.1,mg/L at 180 °C,1,Normal
Alameda,12/18/2000 12:55,Total Dissolved Solids,249,1.0,mg/L,1,Normal
Alameda,12/18/2000 13:10,Total Dissolved Solids,252,1.0,mg/L,1,Normal
Alameda,03/29/1973 10:50,Total Dissolved Solids,190,0.1,mg/L at 180 °C,1,Normal
Alameda,01/31/1978 13:00,Total Dissolved Solids,286,0.1,mg/L at 180 °C,1,Normal
Alameda,02/08/1978 10:15,Total Dissolved Solids,281,0.1,mg/L at 180 °C,1,Normal
