county_name,sample_date,parameter,result,reporting_limit,units,Anomaly_Label,Anomaly_Label_Encoded
Alameda,03/09/1966 09:40,Total Alkalinity,218.0,1.0,mg/L as CaCO3,Normal,0
Alameda,03/10/1964 00:00,Total Alkalinity,229.0,1.0,mg/L as CaCO3,Normal,0
Alameda,06/03/1966 08:50,Total Alkalinity,215.0,1.0,mg/L as CaCO3,Normal,0
Alameda,06/07/1967 09:30,Total Alkalinity,211.0,1.0,mg/L as CaCO3,Normal,0
Alameda,06/08/1965 11:30,Total Alkalinity,230.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/07/1969 00:00,Total Alkalinity,165.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/16/1968 00:00,Total Alkalinity,182.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/21/1982 10:00,Total Alkalinity,280.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/25/1977 14:20,Total Alkalinity,171.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/20/1980 11:04,Total Alkalinity,211.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/02/1965 00:00,Total Alkalinity,210.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/13/1966 09:00,Total Alkalinity,209.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/17/1964 09:30,Total Alkalinity,208.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/17/1984 11:00,Total Alkalinity,228.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/18/1973 08:50,Total Alkalinity,173.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/27/1988 14:00,Total Alkalinity,244.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/29/1971 13:00,Total Alkalinity,180.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,10/01/1975 14:00,Total Alkalinity,185.0,1.0,mg/L as CaCO3,Normal,0
Alameda,12/03/1964 08:50,Total Alkalinity,197.0,1.0,mg/L as CaCO3,Normal,0
Alameda,12/05/1963 08:30,Total Alkalinity,221.0,1.0,mg/L as CaCO3,Normal,0
Alameda,12/07/1965 10:00,Total Alkalinity,191.0,1.0,mg/L as CaCO3,Normal,0
Alameda,10/30/1963 00:00,Total Alkalinity,192.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/15/1985 00:00,Total Alkalinity,210.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/22/1982 11:25,Total Alkalinity,304.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/30/1976 14:10,Total Alkalinity,198.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/30/1987 14:15,Total Alkalinity,213.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/13/1974 09:50,Total Alkalinity,184.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/20/1980 11:01,Total Alkalinity,262.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/19/1978 08:50,Total Alkalinity,226.0,1.0,mg/L as CaCO3,Normal,0
Alameda,10/05/1989 00:00,Total Alkalinity,315.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/16/1968 00:00,Total Alkalinity,187.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/21/1982 10:25,Total Alkalinity,397.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/02/1976 09:30,Total Alkalinity,218.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/12/1974 09:50,Total Alkalinity,263.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/20/1980 13:27,Total Alkalinity,315.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/04/1984 09:45,Total Alkalinity,262.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/14/1960 00:00,Total Alkalinity,315.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/15/1965 00:00,Total Alkalinity,194.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/18/1967 00:00,Total Alkalinity,241.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/18/1972 10:30,Total Alkalinity,170.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/19/1978 09:50,Total Alkalinity,317.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/23/1986 10:00,Total Alkalinity,279.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/26/1961 00:00,Total Alkalinity,280.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/27/1988 14:10,Total Alkalinity,274.0,1.0,mg/L as CaCO3,Normal,0
Alameda,10/02/1964 15:20,Total Alkalinity,215.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,10/30/1963 00:00,Total Alkalinity,257.0,1.0,mg/L as CaCO3,Normal,0
Alameda,11/05/1959 11:15,Total Alkalinity,378.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/25/1967 00:00,Total Alkalinity,449.0,1.0,mg/L as CaCO3,Very High,2
Alameda,06/11/1971 00:00,Total Alkalinity,317.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,06/11/1971 00:00,Total Alkalinity,374.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,06/10/1971 00:00,Total Alkalinity,459.0,1.0,mg/L as CaCO3,Very High,2
Alameda,09/18/1973 10:00,Total Alkalinity,749.0,1.0,mg/L as CaCO3,Very High,2
Alameda,07/26/1982 11:15,Total Alkalinity,392.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/03/1976 11:00,Total Alkalinity,413.0,1.0,mg/L as CaCO3,Very High,2
Alameda,08/12/1974 12:50,Total Alkalinity,507.0,1.0,mg/L as CaCO3,Very High,2
Alameda,09/14/1984 10:00,Total Alkalinity,253.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/20/1972 13:15,Total Alkalinity,451.0,1.0,mg/L as CaCO3,Very High,2
Alameda,09/23/1986 10:20,Total Alkalinity,328.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,10/09/1970 00:00,Total Alkalinity,395.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/18/1983 10:00,Total Alkalinity,278.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/25/1977 10:40,Total Alkalinity,308.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/27/1981 11:00,Total Alkalinity,374.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/14/1979 13:30,Total Alkalinity,427.0,1.0,mg/L as CaCO3,Very High,2
Alameda,10/05/1989 00:00,Total Alkalinity,352.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/20/1967 14:00,Total Alkalinity,286.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/21/1982 10:45,Total Alkalinity,206.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/26/1977 08:45,Total Alkalinity,161.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/20/1980 10:56,Total Alkalinity,182.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/04/1984 10:00,Total Alkalinity,165.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/18/1973 10:10,Total Alkalinity,137.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/23/1986 11:00,Total Alkalinity,226.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/27/1988 13:35,Total Alkalinity,204.0,1.0,mg/L as CaCO3,Normal,0
Alameda,10/02/1975 14:15,Total Alkalinity,203.0,1.0,mg/L as CaCO3,Normal,0
Alameda,06/27/1983 10:25,Total Alkalinity,194.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/15/1985 00:00,Total Alkalinity,124.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/26/1977 08:50,Total Alkalinity,244.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/27/1981 10:20,Total Alkalinity,240.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/30/1987 14:00,Total Alkalinity,153.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/13/1979 09:30,Total Alkalinity,240.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/18/1967 00:00,Total Alkalinity,228.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/18/1972 11:20,Total Alkalinity,209.0,1.0,mg/L as CaCO3,Normal,0
Alameda,10/02/1975 14:25,Total Alkalinity,222.0,1.0,mg/L as CaCO3,Normal,0
Alameda,10/05/1989 00:00,Total Alkalinity,216.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/21/1982 11:00,Total Alkalinity,198.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/30/1976 14:25,Total Alkalinity,182.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/31/1987 13:00,Total Alkalinity,205.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/15/1974 11:15,Total Alkalinity,157.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/20/1980 10:54,Total Alkalinity,197.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/19/1978 09:00,Total Alkalinity,180.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/21/1982 11:10,Total Alkalinity,165.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/02/1976 14:05,Total Alkalinity,186.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/12/1974 11:40,Total Alkalinity,180.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/20/1980 13:16,Total Alkalinity,169.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/14/1984 09:30,Total Alkalinity,177.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/19/1978 14:00,Total Alkalinity,182.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/20/1967 13:30,Total Alkalinity,224.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/23/1986 11:15,Total Alkalinity,186.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/27/1988 14:30,Total Alkalinity,164.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/21/1982 11:45,Total Alkalinity,232.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/30/1976 14:40,Total Alkalinity,213.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/12/1974 10:45,Total Alkalinity,185.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/20/1980 11:18,Total Alkalinity,254.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/12/1984 09:45,Total Alkalinity,169.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/18/1967 00:00,Total Alkalinity,228.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/21/1978 09:15,Total Alkalinity,262.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/23/1986 10:45,Total Alkalinity,244.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/28/1988 10:00,Total Alkalinity,210.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/12/1974 10:50,Total Alkalinity,231.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/21/1967 15:00,Total Alkalinity,340.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,06/27/1983 14:30,Total Alkalinity,196.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/27/1981 12:00,Total Alkalinity,196.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/12/1974 09:15,Total Alkalinity,170.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/26/1967 00:00,Total Alkalinity,121.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/29/1971 12:15,Total Alkalinity,162.0,1.0,mg/L as CaCO3,Normal,0
Alameda,10/05/1989 00:00,Total Alkalinity,178.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/21/1982 13:10,Total Alkalinity,216.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/21/1980 11:24,Total Alkalinity,220.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/04/1984 10:40,Total Alkalinity,219.0,1.0,mg/L as CaCO3,Normal,0
Alameda,06/04/1971 00:00,Total Alkalinity,190.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/18/1967 00:00,Total Alkalinity,185.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/18/1973 15:45,Total Alkalinity,65.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/22/1982 10:55,Total Alkalinity,206.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/28/1967 00:00,Total Alkalinity,115.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/30/1971 10:00,Total Alkalinity,139.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/26/1967 00:00,Total Alkalinity,260.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/15/1985 00:00,Total Alkalinity,153.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/26/1982 11:00,Total Alkalinity,354.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/30/1987 13:40,Total Alkalinity,152.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/15/1974 11:00,Total Alkalinity,284.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/20/1980 11:30,Total Alkalinity,305.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/07/1976 10:50,Total Alkalinity,341.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/19/1973 10:00,Total Alkalinity,208.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/19/1978 09:30,Total Alkalinity,323.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,10/19/1970 00:00,Total Alkalinity,198.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/18/1973 08:30,Total Alkalinity,347.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/22/1971 14:20,Total Alkalinity,539.0,1.0,mg/L as CaCO3,Very High,2
Alameda,10/02/1975 14:10,Total Alkalinity,459.0,1.0,mg/L as CaCO3,Very High,2
Alameda,07/25/1977 11:00,Total Alkalinity,427.0,1.0,mg/L as CaCO3,Very High,2
Alameda,09/18/1973 14:45,Total Alkalinity,322.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/22/1967 00:00,Total Alkalinity,372.0,1.0,mg/L as CaCO3,Normal,0
Alameda,10/02/1975 13:30,Total Alkalinity,445.0,1.0,mg/L as CaCO3,Very High,2
Alameda,09/18/1967 00:00,Total Alkalinity,285.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/18/1973 15:00,Total Alkalinity,208.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/29/1971 09:05,Total Alkalinity,249.0,1.0,mg/L as CaCO3,Normal,0
Alameda,10/02/1975 13:16,Total Alkalinity,213.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/26/1982 10:40,Total Alkalinity,342.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/21/1980 13:57,Total Alkalinity,347.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/02/1976 14:20,Total Alkalinity,302.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/12/1974 13:10,Total Alkalinity,270.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/18/1967 00:00,Total Alkalinity,303.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/18/1972 11:40,Total Alkalinity,312.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/12/1974 14:25,Total Alkalinity,239.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/18/1972 13:00,Total Alkalinity,249.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/26/1967 00:00,Total Alkalinity,247.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/24/1967 10:45,Total Alkalinity,154.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/26/1967 00:00,Total Alkalinity,166.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/18/1973 11:40,Total Alkalinity,163.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/26/1967 00:00,Total Alkalinity,190.0,1.0,mg/L as CaCO3,Normal,0
Alameda,10/02/1975 10:00,Total Alkalinity,175.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/12/1983 10:50,Total Alkalinity,166.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/21/1980 15:00,Total Alkalinity,224.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/26/1967 00:00,Total Alkalinity,200.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/27/1967 00:00,Total Alkalinity,329.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/26/1967 00:00,Total Alkalinity,244.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,06/27/1983 11:00,Total Alkalinity,168.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/15/1985 00:00,Total Alkalinity,110.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/28/1977 13:30,Total Alkalinity,191.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/30/1987 10:40,Total Alkalinity,119.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/31/1981 13:30,Total Alkalinity,220.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/13/1979 15:00,Total Alkalinity,248.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/18/1973 11:10,Total Alkalinity,150.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/21/1971 10:25,Total Alkalinity,219.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,10/02/1975 10:20,Total Alkalinity,185.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/21/1982 09:10,Total Alkalinity,219.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/30/1987 10:25,Total Alkalinity,216.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/12/1974 14:10,Total Alkalinity,217.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/20/1980 10:05,Total Alkalinity,211.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/04/1984 14:00,Total Alkalinity,219.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/07/1976 10:15,Total Alkalinity,223.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/19/1978 11:20,Total Alkalinity,216.0,1.0,mg/L as CaCO3,Normal,0
Alameda,10/05/1989 00:00,Total Alkalinity,218.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/20/1967 00:00,Total Alkalinity,335.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/21/1967 00:00,Total Alkalinity,242.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,05/26/1971 00:00,Total Alkalinity,160.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/20/1967 00:00,Total Alkalinity,179.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/02/1976 11:15,Total Alkalinity,217.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/12/1974 14:30,Total Alkalinity,213.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/21/1978 09:45,Total Alkalinity,218.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/22/1982 13:10,Total Alkalinity,203.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/21/1980 14:15,Total Alkalinity,196.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/07/1984 09:45,Total Alkalinity,205.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/23/1986 12:45,Total Alkalinity,212.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/28/1988 10:45,Total Alkalinity,199.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/20/1967 00:00,Total Alkalinity,227.0,1.0,mg/L as CaCO3,Normal,0
Alameda,06/04/1968 11:00,Total Alkalinity,160.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,06/04/1968 00:00,Total Alkalinity,323.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/22/1982 13:30,Total Alkalinity,189.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/02/1976 10:50,Total Alkalinity,176.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/12/1974 14:50,Total Alkalinity,198.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/20/1980 10:32,Total Alkalinity,183.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/18/1972 15:15,Total Alkalinity,203.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/21/1967 00:00,Total Alkalinity,217.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/04/1977 13:00,Total Alkalinity,210.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/14/1979 13:00,Total Alkalinity,233.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/19/1973 08:45,Total Alkalinity,107.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/21/1971 12:30,Total Alkalinity,195.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/25/1967 00:00,Total Alkalinity,226.0,1.0,mg/L as CaCO3,Normal,0
Alameda,10/02/1975 08:50,Total Alkalinity,170.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/12/1983 10:20,Total Alkalinity,214.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/02/1976 13:00,Total Alkalinity,223.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/13/1974 09:20,Total Alkalinity,237.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/14/1981 13:00,Total Alkalinity,235.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/18/1967 16:00,Total Alkalinity,228.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/19/1978 11:45,Total Alkalinity,230.0,1.0,mg/L as CaCO3,Normal,0
Alameda,10/05/1989 00:00,Total Alkalinity,228.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/15/1974 14:00,Total Alkalinity,88.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/26/1967 00:00,Total Alkalinity,166.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,10/06/1971 14:30,Total Alkalinity,233.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/22/1982 11:10,Total Alkalinity,217.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/02/1976 10:30,Total Alkalinity,196.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/12/1974 13:55,Total Alkalinity,192.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/20/1980 09:11,Total Alkalinity,190.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/07/1984 09:30,Total Alkalinity,123.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/18/1972 14:45,Total Alkalinity,192.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/19/1978 12:00,Total Alkalinity,193.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/22/1967 00:00,Total Alkalinity,196.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/23/1986 13:20,Total Alkalinity,193.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/28/1988 10:25,Total Alkalinity,210.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/02/1976 10:40,Total Alkalinity,218.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/12/1974 15:05,Total Alkalinity,104.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/18/1967 16:15,Total Alkalinity,217.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,06/04/1968 13:15,Total Alkalinity,272.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,06/30/1983 10:00,Total Alkalinity,226.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/26/1977 10:45,Total Alkalinity,226.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/27/1981 14:30,Total Alkalinity,170.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/13/1979 14:25,Total Alkalinity,197.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/18/1973 14:50,Total Alkalinity,239.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/29/1971 08:30,Total Alkalinity,255.0,1.0,mg/L as CaCO3,Normal,0
Alameda,10/02/1975 09:15,Total Alkalinity,234.0,1.0,mg/L as CaCO3,Normal,0
Alameda,06/03/1968 17:30,Total Alkalinity,98.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,06/03/1968 18:45,Total Alkalinity,437.0,1.0,mg/L as CaCO3,Very High,2
Alameda,05/26/1971 00:00,Total Alkalinity,278.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/25/1977 11:25,Total Alkalinity,220.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/18/1973 14:30,Total Alkalinity,228.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/29/1971 09:30,Total Alkalinity,236.0,1.0,mg/L as CaCO3,Normal,0
Alameda,10/02/1975 13:48,Total Alkalinity,220.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/21/1967 00:00,Total Alkalinity,71.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/13/1979 13:30,Total Alkalinity,283.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/18/1973 14:20,Total Alkalinity,300.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/21/1971 13:30,Total Alkalinity,281.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/25/1967 00:00,Total Alkalinity,262.0,1.0,mg/L as CaCO3,Normal,0
Alameda,10/02/1975 11:15,Total Alkalinity,291.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/27/1981 11:30,Total Alkalinity,269.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/12/1974 15:20,Total Alkalinity,194.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,07/22/1982 10:10,Total Alkalinity,343.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/03/1976 09:45,Total Alkalinity,343.0,1.0,mg/L as CaCO3,Normal,0
Alameda,08/12/1974 13:25,Total Alkalinity,254.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,08/21/1980 13:36,Total Alkalinity,330.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/19/1978 10:45,Total Alkalinity,288.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/19/1972 13:10,Total Alkalinity,275.0,1.0,mg/L as CaCO3,Normal,0
Alameda,09/25/1967 00:00,Total Alkalinity,200.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
Alameda,09/21/1967 00:00,Total Alkalinity,231.0,1.0,mg/L as CaCO3,Normal,0
Alameda,05/25/1971 00:00,Total Alkalinity,231.0,1.0,mg/L as CaCO3,Normal,0
Alameda,06/27/1983 13:40,Total Alkalinity,229.0,1.0,mg/L as CaCO3,Normal,0
Alameda,07/15/1985 00:00,Total Alkalinity,122.0,1.0,mg/L as CaCO3,Rapid Fluctuation,1
